locus_chr	locus_start	locus_end	locus_width	locus_name	locus_ngene	locus_pheno	gene_locusdist_kbp	gene_name	gene_type	gene_tss	gene_end
15	50497080	50686797	189.717	rs3105593	2	QT	22.187	TRPM7	protein_coding	50575008	50686797
15	50497080	50686797	189.717	rs3105593	2	QT	55.741	USP50	protein_coding	50497080	50546708
10	113553053	113783429	230.376	rs3189030	4	JT+QT	29.876	NRAP	protein_coding	113664046	113664070
10	113553053	113783429	230.376	rs3189030	4	JT+QT	44.992	CASP7	protein_coding	113679162	113730907
10	113553053	113783429	230.376	rs3189030	4	JT+QT	81.117	HABP2	protein_coding	113553053	113589602
10	113553053	113783429	230.376	rs3189030	4	JT+QT	117.092	PLEKHS1	protein_coding	113751262	113783429
04	85475150	86002668	527.518	rs343849	1	PR	266.752	ARHGAP24	protein_coding	85475150	86002668
05	173888349	174006140	117.791	rs359466	2	QRS	0.514	CPEB4	protein_coding	173888349	173961980
05	173888349	174006140	117.791	rs359466	2	QRS	84.916	C5orf47	protein_coding	173973779	174006140
04	186706439	186726722	20.283	rs3733409	1	PR	17.417	FAT1	protein_coding	186723856	186726722
06	54254589	54390142	135.553	rs3736352	1	JT	53.27	TINAG	protein_coding	54307859	54390142
03	49674014	49856574	182.56	rs3749237	10	HR	8.305	IP6K1	protein_coding	49724294	49786542
03	49674014	49856574	182.56	rs3749237	10	HR	8.648	GMPPB	protein_coding	49723951	49723973
03	49674014	49856574	182.56	rs3749237	10	HR	15.77	AMIGO3	protein_coding	49716829	49719684
03	49674014	49856574	182.56	rs3749237	10	HR	43.061	RNF123	protein_coding	49689538	49721529
03	49674014	49856574	182.56	rs3749237	10	HR	47.509	MST1	protein_coding	49685090	49689501
03	49674014	49856574	182.56	rs3749237	10	HR	58.585	APEH	protein_coding	49674014	49683971
03	49674014	49856574	182.56	rs3749237	10	HR	60.332	CDHR4	protein_coding	49792931	49799873
03	49674014	49856574	182.56	rs3749237	10	HR	70.662	INKA1	protein_coding	49803261	49805030
03	49674014	49856574	182.56	rs3749237	10	HR	72.61	UBA7	protein_coding	49805209	49813953
03	49674014	49856574	182.56	rs3749237	10	HR	123.965	TRAIP	protein_coding	49856564	49856574
06	12159466	12297194	137.728	rs3777755	1	QRS	130.895	EDN1	protein_coding	12290361	12297194
07	116524994	116798377	273.383	rs3807989+rs9920	2	PR+QT	21.193	CAV1	protein_coding	116524994	116561179
07	116524994	116798377	273.383	rs3807989+rs9920	2	QT	112.158	MET	protein_coding	116672196	116798377
12	114326957	114408442	81.485	rs3825214+rs6489953+rs883079	1	PR+QRS	48.506	TBX5	protein_coding	114406144	114408442
02	8610136	8837630	227.494	rs3856447	2	PR	68.709	ID2	protein_coding	8678845	8684461
02	8610136	8837630	227.494	rs3856447	2	PR	110.945	KIDINS220	protein_coding	8721081	8837630
04	94105283	94342876	237.593	rs3857067+rs7439869	2	QT	45.017	SMARCAD1	protein_coding	94207611	94291292
04	94105283	94342876	237.593	rs3857067+rs7439869	2	QT	90.208	HPGDS	protein_coding	94342836	94342876
16	15703135	15888625	185.49	rs3915499	2	HR	71.717	CEP20	protein_coding	15888603	15888625
16	15703135	15888625	185.49	rs3915499	2	HR	113.751	MYH11	protein_coding	15703135	15857028
20	6479643	6780246	300.603	rs3929778	1	QRS	288.043	BMP2	protein_coding	6767686	6780246
01	228149930	228378876	228.946	rs397637	3	PR	57.583	OBSCN	protein_coding	228208044	228378876
01	228149930	228378876	228.946	rs397637	3	PR	99.823	IBA57	protein_coding	228165804	228182257
01	228149930	228378876	228.946	rs397637	3	PR	115.697	GJC2	protein_coding	228149930	228159826
07	72879349	73086038	206.689	rs404321	5	QT	11.362	TRIM74	protein_coding	72966953	72969466
07	72879349	73086038	206.689	rs404321	5	QT	64.128	SPDYE8	protein_coding	73019719	73029766
07	72879349	73086038	206.689	rs404321	5	QT	76.242	POM121	protein_coding	72879349	72951440
07	72879349	73086038	206.689	rs404321	5	QT	92.271	SPDYE11	protein_coding	73047862	73057911
07	72879349	73086038	206.689	rs404321	5	QT	120.381	SPDYE9	protein_coding	73075972	73086038
07	116806519	116922049	115.53	rs41748	1	HR	4.551	CAPZA2	protein_coding	116811070	116922049
18	70289045	70936558	647.513	rs4362469	1	JT	647.513	SOCS6	protein_coding	70289045	70330199
02	66433452	66573869	140.417	rs4430933+rs62144050	1	HR+PR	64.478	MEIS1	protein_coding	66433452	66573869
06	117907264	118317676	410.412	rs457162	1	QT	307.556	SLC35F1	protein_coding	117907264	118317676
04	84124440	84499292	374.852	rs4591595	1	JT	372.51	NKX6-1	protein_coding	84496950	84499292
02	227164205	227387949	223.744	rs4608502	5	HR	55.712	MFF	protein_coding	227325151	227357836
02	227164205	227387949	223.744	rs4608502	5	HR	104.815	COL4A3	protein_coding	227164624	227314792
02	227164205	227387949	223.744	rs4608502	5	HR	105.234	COL4A4	protein_coding	227164205	227164453
02	227164205	227387949	223.744	rs4608502	5	HR	109.867	TM4SF20	protein_coding	227379306	227381995
02	227164205	227387949	223.744	rs4608502	5	HR	118.244	SCYGR1	protein_coding	227387683	227387949
03	12759259	12871916	112.657	rs4642101	3	QRS	4.252	CAND2	protein_coding	12796472	12871916
03	12759259	12871916	112.657	rs4642101	3	QRS	40.841	RPL32	protein_coding	12841565	12841582
03	12759259	12871916	112.657	rs4642101	3	QRS	41.465	TMEM40	protein_coding	12759259	12769457
01	2207733	2405442	197.709	rs4648819	4	PR	45.032	SKI	protein_coding	2228319	2310213
01	2207733	2405442	197.709	rs4648819	4	PR	65.618	FAAP20	protein_coding	2207733	2212720
01	2207733	2405442	197.709	rs4648819	4	PR	118.203	MORN1	protein_coding	2391554	2391707
01	2207733	2405442	197.709	rs4648819	4	PR	118.477	RER1	protein_coding	2391828	2405442
06	159472905	159762529	289.624	rs4708832	1	QRS	220.336	SOD2	protein_coding	159693241	159762529
03	68932547	69080408	147.861	rs4855537	4	JT	19.733	EOGT	protein_coding	68975217	69013684
03	68932547	69080408	147.861	rs4855537	4	JT	22.937	TAFA4	protein_coding	68932547	68953297
03	68932547	69080408	147.861	rs4855537	4	JT	96.849	TMF1	protein_coding	69052333	69052339
03	68932547	69080408	147.861	rs4855537	4	JT	124.897	UBA3	protein_coding	69080381	69080408
14	91060333	91253925	193.592	rs4900069	2	HR	56.696	DGLUCY	protein_coding	91060333	91225632
14	91060333	91253925	193.592	rs4900069	2	HR	115.503	GPR68	protein_coding	91232532	91253925
14	52791607	52952435	160.828	rs4901308	2	PR	37.828	FERMT2	protein_coding	52951035	52952435
14	52791607	52952435	160.828	rs4901308	2	PR	121.6	GNPNAT1	protein_coding	52791607	52791668
20	33811348	34112243	300.895	rs4911179+rs6088791	3	JT	20.747	RALY	protein_coding	33993646	34108308
20	33811348	34112243	300.895	rs4911179+rs6088791	3	JT	96.561	CHMP4B	protein_coding	33811348	33854366
20	33811348	34112243	300.895	rs4911179+rs6088791	3	JT	115.41	EIF2S2	protein_coding	34088309	34112243
01	168695468	168729206	33.738	rs545833	1	QT	25.234	DPT	protein_coding	168695468	168729206
02	219327407	219641980	314.573	rs55910611+rs907683	13	HR	0.024	SPEG	protein_coding	219434843	219493629
02	219327407	219641980	314.573	rs55910611+rs907683	13	JT+QT	8.296	SLC4A3	protein_coding	219627394	219641980
02	219327407	219641980	314.573	rs55910611+rs907683	13	HR	16.442	DES	protein_coding	219418377	219426735
02	219327407	219641980	314.573	rs55910611+rs907683	13	JT+QT	37.833	STK11IP	protein_coding	219597857	219616451
02	219327407	219641980	314.573	rs55910611+rs907683	13	HR	47.023	DNPEP	protein_coding	219387796	219400022
02	219327407	219641980	314.573	rs55910611+rs907683	13	HR	61.312	SPEGNB	protein_coding	219496131	219498287
02	219327407	219641980	314.573	rs55910611+rs907683	13	HR	64.046	GMPPA	protein_coding	219498865	219513898
02	219327407	219641980	314.573	rs55910611+rs907683	13	JT+QT	64.151	OBSL1	protein_coding	219571539	219571859
02	219327407	219641980	314.573	rs55910611+rs907683	13	JT+QT	66.528	INHA	protein_coding	219569162	219575711
02	219327407	219641980	314.573	rs55910611+rs907683	13	HR+JT+QT	79.351	ASIC4	protein_coding	219514170	219538772
02	219327407	219641980	314.573	rs55910611+rs907683	13	HR+JT+QT	92.027	TMEM198	protein_coding	219543663	219550595
02	219327407	219641980	314.573	rs55910611+rs907683	13	HR+JT+QT	96.736	CHPF	protein_coding	219538954	219543809
02	219327407	219641980	314.573	rs55910611+rs907683	13	HR	107.412	RESP18	protein_coding	219327407	219333177
08	143815379	144047114	231.735	rs56233017	8	HR	32.277	PLEC	protein_coding	143939597	143976734
08	143815379	144047114	231.735	rs56233017	8	HR	49.996	EPPK1	protein_coding	143857324	143878467
08	143815379	144047114	231.735	rs56233017	8	HR	73.737	NRBP2	protein_coding	143833583	143840973
08	143815379	144047114	231.735	rs56233017	8	HR	77.038	PARP10	protein_coding	143984358	144012772
08	143815379	144047114	231.735	rs56233017	8	HR	78.005	PUF60	protein_coding	143829315	143829352
08	143815379	144047114	231.735	rs56233017	8	HR	82.736	GRINA	protein_coding	143990056	143993415
08	143815379	144047114	231.735	rs56233017	8	HR	91.941	SCRIB	protein_coding	143815379	143815773
08	143815379	144047114	231.735	rs56233017	8	HR	104.96	SPATC1	protein_coding	144012280	144047114
20	19212642	19722926	510.284	rs6035275	1	JT	59.568	SLC24A3	protein_coding	19212642	19722926
20	38165270	38337505	172.235	rs6123471	3	HR	46.484	TGM2	protein_coding	38165270	38166578
20	38165270	38337505	172.235	rs6123471	3	HR	48.981	KIAA1755	protein_coding	38260735	38260772
20	38165270	38337505	172.235	rs6123471	3	HR	92.402	BPI	protein_coding	38304156	38337505
18	36709322	37232172	522.85	rs61735998+rs879568	2	HR+QRS	66.889	TPGS2	protein_coding	36798585	36829216
18	36709322	37232172	522.85	rs61735998+rs879568	2	HR+QRS	97.41	KIAA1328	protein_coding	36829106	37232172
02	187377642	187448460	70.818	rs62172372	1	HR	70.61	CALCRL	protein_coding	187448252	187448460
05	113856054	114496500	640.446	rs624896	1	JT	199.872	KCNN2	protein_coding	114055926	114496500
03	157089881	157160760	70.879	rs6441111	2	PR	14.138	LINC00881	lncRNA	157089881	157135557
03	157089881	157160760	70.879	rs6441111	2	PR	42.489	CCNL1	protein_coding	157146508	157160760
11	76206502	76220247	13.745	rs652673	1	PR	13.745	WNT11	protein_coding	76206502	76210736
01	3342619	3481113	138.494	rs6683273	1	QRS	112.046	ARHGEF16	protein_coding	3454665	3481113
02	18560653	18632585	71.932	rs6718130	3	JT	43.016	NT5C1B	protein_coding	18589569	18589572
02	18560653	18632585	71.932	rs6718130	3	JT	43.023	NT5C1B-RDH14	protein_coding	18589562	18589564
02	18560653	18632585	71.932	rs6718130	3	JT	71.932	RDH14	protein_coding	18560653	18560679
03	185499035	185825042	326.007	rs6762208+rs7638853	4	JT+PR	10.212	IGF2BP2	protein_coding	185643130	185825042
03	185499035	185825042	326.007	rs6762208+rs7638853	4	JT+PR	30.881	SENP2	protein_coding	185582496	185633551
03	185499035	185825042	326.007	rs6762208+rs7638853	4	JT	107.115	LIPH	protein_coding	185506262	185552588
03	185499035	185825042	326.007	rs6762208+rs7638853	4	JT	114.342	TMEM41A	protein_coding	185499035	185499057
04	148053451	148444698	391.247	rs6845865	1	HR	25.311	NR3C2	protein_coding	148078762	148444698
07	46601302	47582558	981.256	rs6968945	1	QRS	679.016	TNS3	protein_coding	47280318	47582558
15	73319859	73560013	240.154	rs7173389	2	HR	51.703	HCN4	protein_coding	73319859	73368958
15	73319859	73560013	240.154	rs7173389	2	HR	71.602	REC114	protein_coding	73443164	73560013
13	21459303	21604181	144.878	rs718426	2	PR	8.447	MICU2	protein_coding	21503073	21604181
13	21459303	21604181	144.878	rs718426	2	PR	52.217	ZDHHC20	protein_coding	21459303	21459370
16	65122036	65252967	130.931	rs7194801	1	HR	130.931	CDH11	protein_coding	65122036	65126112
16	4205179	4339597	134.418	rs7195486	3	QT	36.896	SRL	protein_coding	4242075	4242080
16	4205179	4339597	134.418	rs7195486	3	QT	53.619	TFAP4	protein_coding	4258798	4273075
16	4205179	4339597	134.418	rs7195486	3	QT	109.582	GLIS2	protein_coding	4314761	4339597
17	30115521	30236002	120.481	rs7211246	2	QRS	35.575	SLC6A4	protein_coding	30194319	30236002
17	30115521	30236002	120.481	rs7211246	2	QRS	43.223	NSRP1	protein_coding	30115521	30186475
21	15730025	15880064	150.039	rs7283707	1	QRS	24.65	USP25	protein_coding	15730025	15880064
17	59331655	59401729	70.074	rs728478	1	QT	57.488	YPEL2	protein_coding	59331655	59401729
07	136868652	137020255	151.603	rs73158705	1	HR	22.701	CHRM2	protein_coding	136868652	137020255
10	112719503	113167678	448.175	rs7342028+rs7918405	1	QRS	204.541	TCF7L2	protein_coding	112950247	113167678
09	35791003	35958154	167.151	rs748802	9	HR	0.031	SPAAR	protein_coding	35909490	35937153
09	35791003	35958154	167.151	rs748802	9	HR	3.319	HRCT1	protein_coding	35906202	35907136
09	35791003	35958154	167.151	rs748802	9	HR	40.058	OR13J1	protein_coding	35869463	35870401
09	35791003	35958154	167.151	rs748802	9	HR	47.587	OR2S2	protein_coding	35957108	35958154
09	35791003	35958154	167.151	rs748802	9	HR	80.789	FAM221B	protein_coding	35828732	35828747
09	35791003	35958154	167.151	rs748802	9	HR	95.07	TMEM8B	protein_coding	35814451	35865518
09	35791003	35958154	167.151	rs748802	9	HR	95.751	HINT2	protein_coding	35813770	35815354
09	35791003	35958154	167.151	rs748802	9	HR	98.447	SPAG8	protein_coding	35811074	35812272
09	35791003	35958154	167.151	rs748802	9	HR	118.518	NPR2	protein_coding	35791003	35809732
11	128867296	128943399	76.103	rs75190942	4	HR	3.32	KCNJ5	protein_coding	128891356	128921163
11	128867296	128943399	76.103	rs75190942	4	HR	11.021	C11orf45	protein_coding	128905697	128906044
11	128867296	128943399	76.103	rs75190942	4	HR	27.38	KCNJ1	protein_coding	128867296	128867373
11	128867296	128943399	76.103	rs75190942	4	HR	48.251	TP53AIP1	protein_coding	128942927	128943399
01	11736084	11975538	239.454	rs7537765	8	QRS	20.537	NPPA	protein_coding	11847783	11848345
01	11736084	11975538	239.454	rs7537765	8	QRS	21.055	CLCN6	protein_coding	11806191	11848079
01	11736084	11975538	239.454	rs7537765	8	QRS	21.833	MTHFR	protein_coding	11805413	11806455
01	11736084	11975538	239.454	rs7537765	8	QRS	30.218	NPPB	protein_coding	11857464	11858945
01	11736084	11975538	239.454	rs7537765	8	QRS	65.459	C1orf167	protein_coding	11761787	11789585
01	11736084	11975538	239.454	rs7537765	8	QRS	91.162	AGTRAP	protein_coding	11736084	11754802
01	11736084	11975538	239.454	rs7537765	8	QRS	99.181	KIAA2013	protein_coding	11926427	11926428
01	11736084	11975538	239.454	rs7537765	8	QRS	106.959	PLOD1	protein_coding	11934205	11975538
01	51236273	51351869	115.596	rs7538988	2	PR	53.879	TTC39A	protein_coding	51297990	51345116
01	51236273	51351869	115.596	rs7538988	2	PR	115.596	RNF11	protein_coding	51236273	51273447
02	36355778	36646087	290.309	rs7562790	2	QRS	90.634	CRIM1	protein_coding	36355778	36551135
02	36355778	36646087	290.309	rs7562790	2	QRS	105.856	FEZ2	protein_coding	36552268	36646087
12	110533245	110742939	209.694	rs75714509	4	QT	28.265	TCTN1	protein_coding	110614027	110663431
12	110533245	110742939	209.694	rs75714509	4	QT	47.125	HVCN1	protein_coding	110689417	110704950
12	110533245	110742939	209.694	rs75714509	4	QT	100.599	PPP1CC	protein_coding	110742891	110742939
12	110533245	110742939	209.694	rs75714509	4	QT	109.047	PPTC7	protein_coding	110533245	110583318
02	71453561	71686763	233.202	rs7595140	1	JT	98.06	DYSF	protein_coding	71453561	71686763
03	179347709	179588407	240.698	rs7612445	3	HR	3.721	GNB4	protein_coding	179451470	179451476
03	179347709	179588407	240.698	rs7612445	3	HR	107.482	MFN1	protein_coding	179347709	179394936
03	179347709	179588407	240.698	rs7612445	3	HR	107.695	ACTL6A	protein_coding	179562886	179588407
05	27038586	28750307	1711.721	rs7713675	1	JT	1711.721	CDH9	protein_coding	27038586	27121150
05	102753981	103029730	275.749	rs7729395	1	PR	10.891	PAM	protein_coding	102753981	103029730
07	45921272	46580547	659.275	rs7784776	1	QRS	659.275	IGFBP3	protein_coding	45921272	45921874
07	100367530	100608175	240.645	rs7808970	12	QT	0.812	NYAP1	protein_coding	100483927	100494802
07	100367530	100608175	240.645	rs7808970	12	QT	5.613	TSC22D4	protein_coding	100477502	100479232
07	100367530	100608175	240.645	rs7808970	12	QT	26.495	C7orf61	protein_coding	100456620	100464260
07	100367530	100608175	240.645	rs7808970	12	QT	46.979	PPP1R35	protein_coding	100436136	100436497
07	100367530	100608175	240.645	rs7808970	12	QT	54.793	MEPCE	protein_coding	100428322	100434126
07	100367530	100608175	240.645	rs7808970	12	QT	56.088	AGFG2	protein_coding	100539203	100568220
07	100367530	100608175	240.645	rs7808970	12	QT	81.072	ZCWPW1	protein_coding	100402043	100428992
07	100367530	100608175	240.645	rs7808970	12	QT	90.532	SAP25	protein_coding	100573647	100573900
07	100367530	100608175	240.645	rs7808970	12	QT	93.828	LRCH4	protein_coding	100576943	100586129
07	100367530	100608175	240.645	rs7808970	12	QT	100.867	FBXO24	protein_coding	100583982	100601117
07	100367530	100608175	240.645	rs7808970	12	QT	115.585	PILRA	protein_coding	100367530	100400096
07	100367530	100608175	240.645	rs7808970	12	QT	119.248	PCOLCE	protein_coding	100602363	100608175
09	17134982	17503923	368.941	rs7861565	1	JT	211.873	CNTLN	protein_coding	17134982	17503923
10	18406963	18659285	252.322	rs7909027	1	QRS	244.624	NSUN6	protein_coding	18651587	18659285
17	15263190	15341632	78.442	rs79121763	2	HR	15.039	TEKT3	protein_coding	15307001	15341632
17	15263190	15341632	78.442	rs79121763	2	HR	28.772	PMP22	protein_coding	15263190	15272292
05	165403746	168264157	2860.411	rs830233	1	JT	1575.283	TENM2	protein_coding	166979029	168264157
12	64507001	64697564	190.563	rs867400	1	HR	76.069	RASSF3	protein_coding	64507001	64697564
08	38382271	38474800	92.529	rs881301	3	PR	7.093	FGFR1	protein_coding	38467707	38468834
08	38382271	38474800	92.529	rs881301	3	PR	88.593	LETM2	protein_coding	38386207	38409527
08	38382271	38474800	92.529	rs881301	3	PR	92.529	NSD3	protein_coding	38382271	38382272
15	70047790	70155243	107.453	rs904974	1	PR	107.453	TLE3	protein_coding	70047790	70098176
06	46652818	46759506	106.688	rs9296504	5	QRS	8.853	SLC25A27	protein_coding	46652915	46678190
06	46652818	46759506	106.688	rs9296504	5	QRS	8.95	CYP39A1	protein_coding	46652818	46652830
06	46652818	46759506	106.688	rs9296504	5	QRS	26.107	TDRD6	protein_coding	46687875	46704319
06	46652818	46759506	106.688	rs9296504	5	QRS	73.607	PLA2G7	protein_coding	46735375	46735693
06	46652818	46759506	106.688	rs9296504	5	QRS	85.165	ANKRD66	protein_coding	46746933	46759506
05	108411746	109196841	785.095	rs9326726	1	HR	336.151	FER	protein_coding	108747897	109196841
03	27722498	27793256	70.758	rs9826413	1	PR	70.758	EOMES	protein_coding	27722498	27722711
11	127000770	127677874	677.104	rs985292	1	JT	677.104	KIRREL3	protein_coding	127000770	127003460
03	117959502	119146068	1186.566	rs9853921	1	JT	941.055	IGSF11	protein_coding	118900557	119146068
17	66229415	66810743	581.328	rs9892651+rs9912468	2	QRS+QT	5.039	PRKCA	protein_coding	66302636	66810743
17	66229415	66810743	581.328	rs9892651+rs9912468	2	QRS+QT	78.26	APOH	protein_coding	66229415	66256525
18	23405188	23531822	126.634	rs9966832	2	JT	48.099	RIOK3	protein_coding	23453287	23486603
18	23405188	23531822	126.634	rs9966832	2	JT	98.323	RMC1	protein_coding	23503511	23531822
